max_depth,splitter,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,presort,accuracy
[None],"['best', 'random']","[2, 10, 100]","[1, 10, 100]","[0.0, 0.1, 0.5, 0.3]","[None, 'auto', 'sqrt', 'log2', 1, 5, 10, 0.1, 0.5, 0.8]","[None, 2, 10, 100]","[0.0, 0.1, 0.0005, 1e-05]","[False, True]",prediction
,random,100,1,0.5,10,2,0.0005,True,0.625
,random,10,1,0.5,1,2,0.0005,True,0.625
,best,10,10,0.0,0.1,,0.1,False,0.625
,random,10,1,0.30000000000000004,1,,0.1,True,0.625
,best,2,1,0.0,log2,,0.1,True,0.625
,best,10,100,0.5,0.5,10,0.1,True,0.625
,best,2,100,0.5,0.8,,1e-05,True,0.625
,best,2,1,0.5,5,10,1e-05,True,0.625
,random,10,10,0.5,10,10,1e-05,False,0.625
,random,10,100,0.0,0.1,10,0.0,False,0.625
,best,10,100,0.1,auto,10,0.1,True,0.625
,random,10,1,0.30000000000000004,0.1,100,0.0005,False,0.625
,best,10,10,0.5,log2,10,0.0,True,0.625
,random,10,1,0.1,1,100,0.0005,False,0.625
,best,100,1,0.30000000000000004,0.1,2,0.0,False,0.625
,random,10,1,0.5,10,2,0.0005,False,0.625
,random,10,1,0.1,0.1,10,0.0,True,0.625
,random,100,10,0.0,log2,100,0.1,True,0.625
,best,10,10,0.5,auto,10,0.0,False,0.625
,random,10,10,0.5,10,,1e-05,True,0.625
,random,10,100,0.5,1,2,0.0,False,0.625
,random,2,100,0.5,1,,0.1,True,0.625
,random,10,100,0.5,1,10,1e-05,True,0.625
,random,100,10,0.30000000000000004,0.1,100,0.1,True,0.625
,best,2,100,0.30000000000000004,1,10,0.0,True,0.625
,random,100,100,0.30000000000000004,1,,0.1,True,0.625
,best,2,1,0.30000000000000004,0.1,2,0.0,True,0.625
,best,100,1,0.5,0.8,,1e-05,False,0.625
,best,2,1,0.5,sqrt,2,0.1,False,0.625
,random,10,10,0.30000000000000004,0.1,2,0.1,True,0.625
,random,10,1,0.30000000000000004,log2,10,0.1,False,0.625
,random,100,10,0.1,sqrt,,0.1,True,0.625
,best,2,100,0.30000000000000004,1,2,0.0005,True,0.625
,best,100,10,0.5,auto,100,0.1,False,0.625
,random,2,10,0.5,sqrt,100,0.0005,True,0.625
,best,100,10,0.1,0.1,,0.1,True,0.625
,random,100,1,0.5,0.1,100,0.1,True,0.625
,random,10,100,0.5,0.8,100,1e-05,True,0.625
,best,100,100,0.5,0.5,2,0.0,False,0.625
,best,2,100,0.5,log2,10,0.1,False,0.625
,best,100,100,0.5,0.8,2,1e-05,False,0.625
,best,100,10,0.0,sqrt,2,0.1,False,0.625
,best,100,1,0.30000000000000004,sqrt,2,0.1,True,0.625
,random,100,10,0.5,1,10,1e-05,False,0.625
,random,10,100,0.0,log2,10,0.1,True,0.625
,best,100,1,0.30000000000000004,0.1,100,1e-05,False,0.625
,best,10,10,0.0,auto,100,0.1,False,0.625
,random,100,100,0.1,5,100,0.1,False,0.625
,best,10,100,0.5,0.8,,0.1,True,0.625
,random,10,1,0.5,auto,2,0.1,False,0.625
,best,2,1,0.5,0.8,,0.1,False,0.625
,random,10,100,0.0,sqrt,,0.1,True,0.625
,random,10,100,0.0,0.1,2,0.0,False,0.625
,random,10,10,0.30000000000000004,5,100,0.1,False,0.625
,random,100,100,0.5,0.8,,0.0,True,0.625
,random,10,1,0.5,,10,0.0,False,0.625
,random,100,1,0.30000000000000004,1,100,0.0,False,0.625
,best,2,100,0.30000000000000004,0.1,10,0.0,False,0.625
,best,100,10,0.30000000000000004,1,10,0.0005,False,0.625
,best,10,100,0.5,auto,10,1e-05,False,0.625
,random,100,100,0.0,log2,,0.1,True,0.625
,random,2,10,0.5,sqrt,100,0.1,True,0.625
,best,100,1,0.5,0.1,,1e-05,True,0.625
,random,2,100,0.5,0.8,2,0.0,True,0.625
,random,100,10,0.30000000000000004,0.1,,0.0,False,0.625
,random,100,1,0.30000000000000004,auto,10,0.1,False,0.625
,random,10,1,0.5,10,,0.0,True,0.625
,best,100,100,0.5,0.8,,1e-05,False,0.625
,random,10,100,0.30000000000000004,5,2,0.1,True,0.625
,random,2,1,0.5,log2,,1e-05,True,0.625
,best,100,1,0.30000000000000004,sqrt,,0.1,False,0.625
,best,10,10,0.5,0.8,100,0.0005,False,0.625
,random,100,1,0.0,1,2,1e-05,False,0.625
,best,2,10,0.5,1,,0.0005,False,0.625
,best,10,1,0.5,0.8,2,1e-05,False,0.625
,random,2,100,0.30000000000000004,0.1,,0.0,False,0.625
,random,2,1,0.5,sqrt,100,0.1,False,0.625
,best,2,1,0.5,auto,2,1e-05,True,0.625
,best,2,1,0.30000000000000004,1,10,0.1,True,0.625
,best,100,100,0.5,10,10,0.0,True,0.625
,random,2,100,0.30000000000000004,auto,100,0.1,True,0.625
,random,100,1,0.1,1,2,0.1,True,0.625
,best,2,100,0.1,1,100,0.1,True,0.625
,random,2,100,0.5,5,100,0.0,True,0.625
,random,2,1,0.5,log2,2,0.0,True,0.625
,best,10,10,0.5,log2,10,0.1,False,0.625
,random,100,10,0.5,sqrt,2,0.1,True,0.625
,best,100,10,0.5,0.1,,0.0,True,0.625
,random,2,100,0.5,auto,100,0.0,True,0.625
,random,100,1,0.5,sqrt,,0.0,True,0.625
,best,10,100,0.30000000000000004,sqrt,10,0.1,False,0.625
,best,10,100,0.5,0.8,,0.0,True,0.625
,best,2,10,0.5,5,10,1e-05,False,0.625
,random,2,1,0.5,0.1,,0.1,True,0.625
,random,2,100,0.5,0.5,2,0.1,False,0.625
,random,2,1,0.0,0.1,2,0.0,False,0.625
,best,2,10,0.5,0.1,10,1e-05,True,0.625
,random,100,10,0.5,0.1,2,0.0,False,0.625
,best,10,10,0.5,0.5,100,0.0005,True,0.625
,best,100,1,0.5,sqrt,,0.0,True,0.625
,best,10,1,0.5,sqrt,,0.1,True,0.625
,best,100,1,0.1,sqrt,10,0.1,False,0.625
,best,100,10,0.5,0.5,,1e-05,True,0.625
,random,10,10,0.5,0.1,,0.0005,False,0.625
,random,10,1,0.5,10,100,0.1,False,0.625
,best,2,100,0.5,0.5,,1e-05,True,0.625
,random,100,10,0.0,sqrt,10,0.1,True,0.625
,random,10,100,0.5,10,,0.0,False,0.625
,random,100,10,0.0,0.1,2,1e-05,False,0.625
,best,100,100,0.30000000000000004,0.1,100,0.1,True,0.625
,random,10,1,0.0,log2,2,0.1,False,0.625
,best,10,100,0.30000000000000004,0.1,,0.0,False,0.625
,best,2,1,0.5,1,2,0.1,False,0.625
,random,2,100,0.1,1,100,1e-05,True,0.625
,random,10,10,0.5,sqrt,2,1e-05,False,0.625
,best,100,1,0.5,sqrt,,0.1,False,0.625
,best,10,100,0.5,10,10,0.0005,True,0.625
,random,100,100,0.5,,,0.0,False,0.625
,random,100,1,0.5,sqrt,2,0.1,False,0.625
,random,100,1,0.5,0.1,100,0.1,False,0.625
,random,2,1,0.5,10,,0.1,False,0.625
,random,100,10,0.5,10,,0.0,True,0.625
,random,2,1,0.5,1,2,1e-05,False,0.625
,best,10,100,0.5,0.1,2,1e-05,False,0.625
,best,10,10,0.5,0.1,100,0.0,True,0.625
,best,100,100,0.5,0.1,100,0.0005,False,0.625
,random,2,100,0.30000000000000004,auto,,0.1,False,0.625
,best,10,10,0.5,auto,10,0.1,True,0.625
,best,100,100,0.5,auto,100,1e-05,False,0.625
,random,100,100,0.5,1,,0.0005,True,0.625
,best,100,1,0.5,5,10,0.0,False,0.625
,best,10,100,0.5,0.8,,0.0,False,0.625
,best,10,1,0.5,log2,2,1e-05,True,0.625
,best,2,10,0.5,log2,,1e-05,True,0.625
,random,10,100,0.30000000000000004,1,,0.1,False,0.625
,random,100,1,0.30000000000000004,0.1,100,0.1,False,0.625
,best,10,100,0.5,0.8,2,0.1,False,0.625
,random,2,10,0.5,10,,0.0005,False,0.625
,best,10,100,0.5,0.1,10,0.1,True,0.625
,best,100,100,0.5,log2,10,0.0005,False,0.625
,random,100,100,0.0,1,10,0.1,False,0.625
,random,100,1,0.5,5,2,0.0,True,0.625
,random,10,10,0.30000000000000004,0.1,,0.0,True,0.625
,best,10,10,0.5,5,2,0.0005,True,0.625
,best,2,1,0.5,auto,100,0.0,False,0.625
,random,10,1,0.1,0.1,10,0.0,False,0.625
,random,10,10,0.30000000000000004,1,100,1e-05,True,0.625
,best,10,1,0.5,0.8,2,0.1,False,0.625
,random,100,100,0.0,0.1,10,0.1,False,0.625
,random,2,100,0.0,1,100,1e-05,False,0.625
,random,100,10,0.30000000000000004,sqrt,2,0.1,False,0.625
,best,10,10,0.5,log2,2,0.1,True,0.625
,random,2,10,0.5,sqrt,,1e-05,False,0.625
,best,10,10,0.5,1,100,0.0005,False,0.625
,best,2,100,0.5,sqrt,100,1e-05,False,0.625
,best,10,100,0.5,0.1,,0.1,True,0.625
,random,10,10,0.30000000000000004,0.1,,0.0,False,0.625
,random,10,100,0.5,sqrt,10,0.0005,True,0.625
,best,2,10,0.30000000000000004,1,,0.1,False,0.625
,best,2,100,0.30000000000000004,1,100,0.0005,True,0.625
,best,100,100,0.5,log2,100,0.1,False,0.625
,random,100,10,0.30000000000000004,1,10,0.0,False,0.625
,random,100,100,0.5,0.5,2,0.0,False,0.625
,best,10,100,0.5,auto,10,0.1,False,0.625
,best,2,100,0.5,10,100,0.0,True,0.625
,random,100,1,0.5,sqrt,2,0.0005,False,0.625
,best,10,100,0.5,sqrt,2,0.0005,False,0.625
,random,100,10,0.30000000000000004,0.1,10,1e-05,True,0.625
,best,10,100,0.0,0.1,100,0.1,False,0.625
,random,100,1,0.5,5,,1e-05,False,0.625
,random,2,1,0.5,5,10,0.0005,False,0.625
,random,2,10,0.0,sqrt,100,0.1,True,0.625
,random,2,100,0.0,sqrt,,0.1,True,0.625
,best,10,100,0.30000000000000004,0.1,100,0.0,True,0.625
,best,2,100,0.5,log2,100,0.1,True,0.625
,best,10,100,0.5,sqrt,10,0.0005,False,0.625
,best,2,1,0.5,10,,1e-05,False,0.625
,best,10,1,0.30000000000000004,0.1,10,0.0005,True,0.625
,random,10,1,0.30000000000000004,5,100,0.1,False,0.625
,best,100,100,0.5,0.1,,0.1,True,0.625
,best,100,100,0.30000000000000004,1,,1e-05,True,0.625
,random,2,100,0.1,sqrt,,0.1,False,0.625
,random,10,100,0.5,auto,100,0.0005,False,0.625
,random,100,100,0.1,auto,10,0.1,False,0.625
,random,10,100,0.1,auto,10,0.1,False,0.625
,best,10,100,0.5,0.5,2,0.0,True,0.625
,best,2,100,0.5,10,100,1e-05,False,0.625
,random,100,1,0.0,0.1,2,0.1,False,0.625
,best,100,100,0.30000000000000004,1,2,1e-05,False,0.625
,best,10,10,0.1,sqrt,100,0.1,True,0.625
,random,100,1,0.5,0.8,100,0.1,True,0.625
,best,2,10,0.5,10,2,0.0,False,0.625
,random,10,10,0.30000000000000004,0.1,2,1e-05,False,0.625
,random,10,1,0.30000000000000004,1,100,0.0005,True,0.625
,best,10,100,0.5,10,100,0.0005,False,0.625
,random,2,100,0.5,5,,0.1,True,0.625
,best,10,10,0.30000000000000004,auto,100,0.1,False,0.625
,random,100,1,0.5,,,0.1,False,0.625
,best,100,10,0.5,5,10,0.1,True,0.625
,random,10,1,0.5,log2,10,0.0005,False,0.625
,random,100,100,0.1,0.1,10,0.0,False,0.625
,random,10,10,0.30000000000000004,5,2,0.1,True,0.625
,best,2,10,0.30000000000000004,0.1,10,1e-05,True,0.625
,random,10,1,0.0,0.1,2,1e-05,False,0.625
,random,2,100,0.5,log2,,0.1,False,0.625
,best,2,100,0.1,0.1,100,0.1,False,0.625
,random,100,100,0.5,5,2,0.0,False,0.625
,random,10,10,0.5,log2,100,0.1,True,0.625
,best,2,1,0.5,,100,0.0005,False,0.625
,best,100,10,0.5,5,100,0.0005,False,0.625
,random,10,1,0.5,0.1,10,0.0,False,0.625
,best,10,10,0.0,log2,100,0.1,False,0.625
,random,100,10,0.5,0.8,2,0.0005,True,0.625
,best,10,100,0.5,0.8,100,1e-05,False,0.625
,best,10,10,0.5,sqrt,2,1e-05,True,0.625
,best,10,10,0.5,0.8,,0.0005,True,0.625
,best,2,100,0.5,5,10,0.0,True,0.625
,random,10,100,0.5,sqrt,,1e-05,True,0.625
,best,100,10,0.5,log2,100,0.1,True,0.625
,best,100,10,0.5,sqrt,10,0.0005,False,0.625
,random,2,1,0.1,0.1,,1e-05,False,0.625
,random,10,1,0.5,auto,2,0.0005,True,0.625
,best,2,10,0.5,0.1,,0.0005,True,0.625
,random,100,100,0.0,auto,10,0.1,True,0.625
,random,100,10,0.5,0.5,10,0.1,False,0.625
,best,100,100,0.1,sqrt,2,0.1,True,0.625
,random,2,10,0.0,sqrt,100,0.1,False,0.625
,best,2,10,0.5,10,2,1e-05,True,0.625
,best,10,1,0.5,0.1,,0.1,False,0.625
,random,2,1,0.5,0.8,2,0.1,True,0.625
,best,100,1,0.5,1,,0.1,False,0.625
,random,10,1,0.5,0.1,,0.0005,True,0.625
,best,100,10,0.5,auto,10,0.0005,True,0.625
,random,10,1,0.30000000000000004,0.1,2,0.1,True,0.625
,best,10,1,0.5,0.5,100,0.0005,False,0.625
,random,100,1,0.5,5,10,0.0,False,0.625
,random,2,1,0.1,1,2,0.1,True,0.625
,random,100,100,0.30000000000000004,1,2,0.0,True,0.625
,random,10,100,0.0,1,,1e-05,False,0.625
,best,2,1,0.30000000000000004,log2,,0.1,False,0.625
,random,2,1,0.5,0.1,100,0.0005,True,0.625
,best,2,100,0.0,log2,2,0.1,True,0.625
,best,100,100,0.5,5,10,0.0,True,0.625
,best,10,1,0.5,10,100,0.0,False,0.625
,random,10,10,0.30000000000000004,sqrt,,0.1,False,0.625
,best,2,1,0.30000000000000004,0.1,,0.0,True,0.625
,random,100,1,0.0,5,100,0.1,True,0.625
,best,100,1,0.5,10,2,0.0,True,0.625
,best,100,100,0.5,1,2,1e-05,False,0.625
,best,2,10,0.5,0.1,2,0.0005,False,0.625
,random,2,10,0.5,0.1,,1e-05,True,0.625
,best,100,1,0.5,5,100,0.0005,False,0.625
,best,2,1,0.5,0.8,,1e-05,True,0.625
,best,2,1,0.0,sqrt,2,0.1,False,0.625
,best,2,100,0.5,0.8,,0.1,False,0.625
,random,10,10,0.5,0.5,10,0.1,False,0.625
,random,2,100,0.1,0.1,100,0.0,False,0.625
,random,10,1,0.30000000000000004,sqrt,100,0.1,False,0.625
,random,2,10,0.5,log2,10,0.0005,False,0.625
,best,10,100,0.5,10,100,1e-05,True,0.625
,best,2,1,0.5,0.5,,0.0005,False,0.625
,random,10,100,0.5,1,10,0.1,True,0.625
,random,10,100,0.1,0.1,10,1e-05,False,0.625
,random,100,100,0.5,10,10,1e-05,True,0.625
,best,2,100,0.1,0.1,100,0.1,True,0.625
,random,100,10,0.5,0.5,,0.0005,False,0.625
,random,10,1,0.5,0.1,100,1e-05,True,0.625
,random,2,100,0.0,log2,,0.1,False,0.625
,random,10,10,0.30000000000000004,auto,100,0.1,False,0.625
,best,100,1,0.5,sqrt,2,0.1,False,0.625
,best,100,1,0.30000000000000004,log2,2,0.1,False,0.625
,random,100,100,0.30000000000000004,0.1,10,1e-05,False,0.625
,random,10,1,0.5,5,10,0.0,True,0.625
,random,2,10,0.0,auto,,0.1,True,0.625
,best,10,1,0.30000000000000004,sqrt,10,0.1,False,0.625
,random,100,100,0.5,10,100,0.0005,True,0.625
,best,2,10,0.0,log2,,0.1,True,0.625
,random,2,10,0.0,log2,100,0.1,True,0.625
,random,10,1,0.5,log2,,0.1,False,0.625
,random,100,100,0.0,log2,100,0.1,True,0.625
,random,100,100,0.0,1,100,1e-05,True,0.625
,random,2,10,0.5,0.8,100,1e-05,False,0.625
,best,100,1,0.5,sqrt,10,1e-05,False,0.625
,best,2,100,0.1,1,,0.1,False,0.625
,random,100,1,0.1,5,2,0.1,False,0.625
,best,100,1,0.5,0.5,,0.0,False,0.625
,best,100,1,0.5,sqrt,10,0.1,False,0.625
,random,2,1,0.5,auto,2,0.0005,True,0.625
,best,10,1,0.5,10,,0.0005,False,0.625
,best,2,1,0.5,0.8,10,1e-05,False,0.625
,best,100,10,0.30000000000000004,auto,,0.1,False,0.625
,best,2,10,0.5,sqrt,2,1e-05,True,0.625
,best,10,100,0.5,auto,10,0.1,True,0.625
,best,2,100,0.5,5,10,0.1,False,0.625
,random,2,10,0.30000000000000004,auto,,0.1,False,0.625
,random,2,10,0.5,sqrt,10,0.0005,True,0.625
,random,10,1,0.30000000000000004,0.1,100,0.0,True,0.625
,best,10,100,0.0,0.1,10,0.1,True,0.625
,random,10,100,0.5,1,100,0.1,False,0.625
,best,2,10,0.0,sqrt,100,0.1,True,0.625
,random,10,10,0.5,5,,0.0005,False,0.625
,best,100,100,0.5,0.8,10,0.0005,True,0.625
,random,10,1,0.5,auto,10,0.0005,False,0.625
,random,100,1,0.1,1,2,0.0,False,0.625
,best,10,100,0.5,5,,0.0005,False,0.625
,best,2,100,0.30000000000000004,log2,100,0.1,True,0.625
,random,2,1,0.5,5,,1e-05,False,0.625
,best,100,1,0.30000000000000004,0.1,10,0.0005,False,0.625
,best,2,1,0.5,1,2,1e-05,False,0.625
,random,10,1,0.5,auto,10,0.1,True,0.625
,best,100,10,0.5,auto,2,0.0,False,0.625
,random,100,1,0.5,0.8,,0.0,True,0.625
,random,10,1,0.5,log2,2,1e-05,False,0.625
,best,100,10,0.30000000000000004,0.1,10,1e-05,True,0.625
,best,10,100,0.5,0.5,100,0.0,False,0.625
,random,10,100,0.5,,100,0.0005,True,0.625
,random,10,100,0.5,auto,100,0.1,True,0.625
,random,2,100,0.1,1,100,0.1,False,0.625
,best,10,10,0.5,0.5,2,0.0,True,0.625
,random,100,1,0.30000000000000004,auto,,0.1,True,0.625
,best,10,100,0.5,,100,0.1,False,0.625
,random,100,1,0.5,10,10,0.0,True,0.625
,best,100,1,0.5,10,100,0.0005,True,0.625
,best,100,10,0.30000000000000004,sqrt,2,0.1,True,0.625
,random,2,10,0.5,10,100,1e-05,True,0.625
,best,100,10,0.5,1,,0.0,False,0.625
,random,2,100,0.5,1,100,0.0,True,0.625
,random,10,10,0.5,sqrt,100,0.1,False,0.625
,random,10,100,0.5,10,100,0.0,False,0.625
,best,100,1,0.5,log2,100,0.1,False,0.625
,best,2,1,0.5,log2,2,0.0005,False,0.625
,random,100,10,0.30000000000000004,1,2,0.1,False,0.625
,random,2,1,0.1,0.1,100,0.0005,False,0.625
,best,10,100,0.5,sqrt,2,1e-05,False,0.625
,random,2,100,0.5,0.5,2,1e-05,True,0.625
,best,10,100,0.5,10,,0.0,True,0.625
,random,10,100,0.0,1,100,0.1,True,0.625
,random,10,10,0.30000000000000004,sqrt,,0.1,True,0.625
,random,100,10,0.5,1,10,1e-05,True,0.625
,random,10,1,0.5,auto,100,0.1,True,0.625
,random,2,100,0.1,sqrt,10,0.1,True,0.625
,random,10,10,0.5,auto,10,0.0005,True,0.625
,best,100,10,0.0,sqrt,10,0.1,False,0.625
,best,100,100,0.5,,100,0.0005,True,0.625
,best,100,1,0.5,0.5,,0.0005,True,0.625
,random,10,10,0.5,sqrt,,0.0,True,0.625
,best,100,1,0.30000000000000004,1,2,1e-05,False,0.625
,best,100,100,0.30000000000000004,1,2,0.0,False,0.625
,best,100,1,0.5,0.8,100,0.0005,False,0.625
,random,10,100,0.5,0.8,,0.0,False,0.625
,best,100,10,0.0,1,10,0.1,False,0.625
,random,10,100,0.5,log2,,0.0,False,0.625
,best,100,10,0.1,log2,2,0.1,False,0.625
,random,10,10,0.1,0.1,100,0.1,True,0.625
,random,100,100,0.5,1,2,0.1,True,0.625
,best,10,100,0.5,5,2,1e-05,False,0.625
,best,2,1,0.5,0.1,,1e-05,True,0.625
,random,2,10,0.30000000000000004,sqrt,2,0.1,True,0.625
,random,2,10,0.5,1,10,0.0005,True,0.625
,best,100,10,0.0,1,100,0.1,False,0.625
,best,10,10,0.30000000000000004,1,,1e-05,True,0.625
,best,10,10,0.30000000000000004,0.1,100,1e-05,False,0.625
,best,100,10,0.5,10,100,0.1,True,0.625
,random,100,100,0.5,log2,2,0.0,False,0.625
,random,10,1,0.5,log2,2,0.1,False,0.625
,best,10,1,0.0,log2,10,0.1,True,0.625
,best,10,100,0.30000000000000004,0.1,,1e-05,True,0.625
,best,10,10,0.5,1,100,0.1,True,0.625
,random,10,10,0.5,,2,1e-05,False,0.625
,best,2,100,0.1,sqrt,,0.1,False,0.625
,random,100,100,0.30000000000000004,auto,,0.1,True,0.625
,random,2,1,0.5,log2,100,0.1,True,0.625
,random,2,1,0.0,1,100,0.1,True,0.625
,best,100,10,0.0,0.1,,0.1,False,0.625
,best,100,100,0.5,auto,,1e-05,True,0.625
,best,2,100,0.5,auto,100,0.0,True,0.625
,random,2,1,0.1,1,2,0.1,False,0.625
,random,10,1,0.5,0.8,10,0.0005,False,0.625
,best,2,1,0.5,10,2,0.1,True,0.625
,random,10,10,0.30000000000000004,log2,,0.1,False,0.625
,random,100,1,0.30000000000000004,0.1,2,0.1,True,0.625
,best,10,1,0.1,auto,10,0.1,True,0.625
,best,10,10,0.0,sqrt,2,0.1,True,0.625
,best,2,1,0.5,5,10,0.0,False,0.625
,random,10,1,0.0,1,10,0.1,False,0.625
,random,2,100,0.1,0.1,10,1e-05,True,0.625
,best,10,10,0.1,1,2,0.0,True,0.6109550561797751
,best,2,100,0.1,0.1,,0.0005,True,0.6109550561797751
,random,100,100,0.30000000000000004,5,2,0.0005,True,0.6109550561797751
,random,10,100,0.30000000000000004,5,100,1e-05,False,0.6109550561797751
,random,2,1,0.30000000000000004,sqrt,2,0.0005,True,0.6109550561797751
,random,100,100,0.30000000000000004,log2,100,0.0005,False,0.6109550561797751
,random,100,1,0.30000000000000004,auto,,0.0005,True,0.6109550561797751
,best,2,1,0.0,0.1,2,0.0005,True,0.6109550561797751
,best,100,100,0.1,1,10,0.0,False,0.6109550561797751
,best,100,100,0.1,1,,0.0,False,0.6109550561797751
,random,2,100,0.30000000000000004,5,100,1e-05,True,0.6109550561797751
,best,2,10,0.1,1,100,1e-05,True,0.6109550561797751
,best,10,1,0.0,1,2,0.0,False,0.6109550561797751
,random,100,1,0.30000000000000004,sqrt,100,1e-05,False,0.6109550561797751
,random,100,1,0.30000000000000004,5,100,1e-05,False,0.6109550561797751
,random,100,1,0.30000000000000004,sqrt,100,1e-05,True,0.6109550561797751
,best,100,10,0.1,1,100,0.0,False,0.6109550561797751
,random,2,1,0.30000000000000004,sqrt,,0.0,True,0.6109550561797751
,random,2,1,0.30000000000000004,log2,2,0.0,False,0.6109550561797751
,random,2,100,0.30000000000000004,auto,,1e-05,True,0.6109550561797751
,best,100,100,0.1,0.1,100,0.0005,False,0.6109550561797751
,best,100,100,0.1,1,2,0.0005,True,0.6109550561797751
,random,2,1,0.30000000000000004,5,2,1e-05,False,0.6109550561797751
,best,10,100,0.1,1,2,0.0005,True,0.6109550561797751
,best,2,1,0.1,0.1,10,0.0,True,0.6109550561797751
,random,10,10,0.30000000000000004,sqrt,100,1e-05,False,0.6109550561797751
,best,10,100,0.0,1,10,1e-05,False,0.6109550561797751
,random,2,10,0.30000000000000004,log2,,1e-05,False,0.6109550561797751
,best,100,1,0.1,0.1,10,0.0,True,0.6109550561797751
,random,2,100,0.30000000000000004,log2,10,1e-05,True,0.6109550561797751
,best,10,100,0.0,0.1,10,1e-05,False,0.6109550561797751
,best,2,1,0.0,1,2,0.0005,False,0.6109550561797751
,random,2,10,0.30000000000000004,5,,0.0,True,0.6109550561797751
,best,10,1,0.1,0.1,10,0.0,True,0.6109550561797751
,best,100,100,0.0,0.1,100,1e-05,False,0.6109550561797751
,random,100,10,0.30000000000000004,sqrt,,1e-05,True,0.6109550561797751
,best,100,10,0.1,0.1,2,1e-05,True,0.6109550561797751
,best,10,100,0.1,0.1,10,1e-05,False,0.6109550561797751
,random,10,1,0.30000000000000004,log2,2,1e-05,False,0.6109550561797751
,random,10,10,0.30000000000000004,5,100,0.0,True,0.6109550561797751
,best,2,100,0.1,1,2,0.0005,True,0.6109550561797751
,random,100,10,0.30000000000000004,5,2,0.0005,True,0.6109550561797751
,best,10,100,0.1,1,2,0.0,True,0.6109550561797751
,best,100,100,0.0,1,,0.0005,False,0.6109550561797751
,random,2,10,0.30000000000000004,5,2,0.0005,True,0.6109550561797751
,random,10,100,0.30000000000000004,log2,,0.0,True,0.6109550561797751
,random,100,10,0.30000000000000004,sqrt,100,0.0,True,0.6109550561797751
,random,100,100,0.30000000000000004,5,100,0.0005,True,0.6109550561797751
,random,2,1,0.30000000000000004,log2,10,1e-05,False,0.6109550561797751
,random,10,100,0.30000000000000004,5,10,0.0,False,0.6109550561797751
,random,2,10,0.30000000000000004,5,,0.0005,True,0.6109550561797751
,random,100,100,0.30000000000000004,auto,10,0.0,True,0.6109550561797751
,best,2,10,0.1,1,10,1e-05,True,0.6109550561797751
,random,100,1,0.30000000000000004,sqrt,2,0.0005,False,0.6109550561797751
,random,2,10,0.30000000000000004,auto,,1e-05,False,0.6109550561797751
,random,10,100,0.30000000000000004,5,2,1e-05,False,0.6109550561797751
,random,10,100,0.30000000000000004,auto,,0.0,True,0.6109550561797751
,best,2,100,0.1,1,10,1e-05,False,0.6109550561797751
,best,10,100,0.1,0.1,100,0.0,True,0.6109550561797751
,random,100,100,0.30000000000000004,auto,2,0.0005,False,0.6109550561797751
,best,2,100,0.0,1,10,0.0005,True,0.6109550561797751
,best,100,10,0.0,0.1,2,0.0,True,0.6109550561797751
,random,2,10,0.30000000000000004,auto,,0.0,False,0.6109550561797751
,best,100,1,0.1,1,2,0.0005,False,0.6109550561797751
,random,2,10,0.30000000000000004,5,,0.0,False,0.6109550561797751
,random,2,1,0.30000000000000004,log2,2,1e-05,False,0.6109550561797751
,best,100,100,0.0,1,,0.0,False,0.6109550561797751
,best,10,100,0.1,1,2,1e-05,False,0.6109550561797751
,random,2,1,0.30000000000000004,auto,,0.0005,True,0.6109550561797751
,random,2,1,0.30000000000000004,5,,0.0,False,0.6109550561797751
,random,2,10,0.30000000000000004,sqrt,,0.0005,True,0.6109550561797751
,random,2,1,0.30000000000000004,sqrt,10,0.0,False,0.6109550561797751
,random,100,100,0.30000000000000004,sqrt,2,0.0005,True,0.6109550561797751
,best,2,100,0.1,0.1,100,0.0005,False,0.6109550561797751
,random,100,1,0.30000000000000004,5,2,0.0005,False,0.6109550561797751
,random,100,10,0.30000000000000004,log2,2,1e-05,False,0.6109550561797751
,random,2,1,0.30000000000000004,auto,,1e-05,False,0.6109550561797751
,random,10,1,0.30000000000000004,log2,2,0.0,False,0.6109550561797751
,random,10,10,0.30000000000000004,log2,10,0.0005,False,0.6109550561797751
,best,100,10,0.1,1,100,1e-05,True,0.6109550561797751
,best,2,1,0.1,1,2,0.0005,False,0.6109550561797751
,random,2,1,0.30000000000000004,auto,2,1e-05,False,0.6109550561797751
,best,2,10,0.1,0.1,100,1e-05,True,0.6109550561797751
,random,100,1,0.30000000000000004,5,,1e-05,True,0.6109550561797751
,best,2,100,0.1,1,100,1e-05,True,0.6109550561797751
,random,10,10,0.30000000000000004,log2,,1e-05,False,0.6109550561797751
,best,2,10,0.1,0.1,2,0.0005,True,0.6109550561797751
,best,100,100,0.0,0.1,,0.0,False,0.6109550561797751
,best,2,100,0.0,0.1,10,0.0005,False,0.6109550561797751
,best,2,100,0.0,0.1,,0.0005,False,0.6109550561797751
,random,10,1,0.30000000000000004,auto,2,1e-05,False,0.6109550561797751
,random,2,100,0.30000000000000004,sqrt,,0.0005,False,0.6109550561797751
,random,100,100,0.30000000000000004,sqrt,2,0.0,True,0.6109550561797751
,best,10,10,0.1,1,10,1e-05,False,0.6109550561797751
